time,Open,High,Low,Close,Volume,spread,real_volume
2025-04-29 17:00:00,3328.76,3329.692,3325.459,3325.52,2166,159,0
2025-04-29 17:15:00,3325.557,3326.127,3321.942,3323.508,2098,160,0
2025-04-29 17:30:00,3323.536,3325.104,3322.327,3324.133,1726,159,0
2025-04-29 17:45:00,3324.183,3324.543,3314.257,3314.399,2339,160,0
2025-04-29 18:00:00,3314.368,3319.413,3313.243,3318.23,3019,159,0
2025-04-29 18:15:00,3318.166,3319.58,3314.388,3318.4,2280,159,0
2025-04-29 18:30:00,3318.417,3319.569,3317.286,3318.333,1363,160,0
2025-04-29 18:45:00,3318.339,3320.062,3316.92,3319.977,1454,160,0
2025-04-29 19:00:00,3320.015,3324.963,3319.897,3322.935,2221,159,0
2025-04-29 19:15:00,3322.854,3324.724,3319.521,3322.453,1987,159,0
2025-04-29 19:30:00,3322.393,3324.164,3320.96,3321.554,1678,160,0
2025-04-29 19:45:00,3321.552,3321.671,3317.887,3320.535,2222,159,0
2025-04-29 20:00:00,3320.51,3323.522,3319.705,3321.895,1377,160,0
2025-04-29 20:15:00,3321.891,3322.675,3320.004,3320.304,1064,159,0
2025-04-29 20:30:00,3320.302,3321.868,3318.819,3319.087,988,159,0
2025-04-29 20:45:00,3319.086,3319.864,3316.956,3317.338,1122,159,0
2025-04-29 22:00:00,3317.26,3323.433,3317.102,3320.315,1395,159,0
2025-04-29 22:15:00,3320.325,3321.498,3318.105,3318.105,873,159,0
2025-04-29 22:30:00,3318.107,3318.952,3316.075,3316.718,1452,160,0
2025-04-29 22:45:00,3316.736,3320.568,3315.968,3318.859,1261,160,0
2025-04-29 23:00:00,3318.955,3319.374,3312.194,3313.428,1576,160,0
2025-04-29 23:15:00,3313.422,3317.817,3310.949,3316.25,1513,159,0
2025-04-29 23:30:00,3316.309,3317.519,3312.647,3315.434,1760,159,0
2025-04-29 23:45:00,3315.434,3317.341,3314.666,3317.122,1188,160,0
2025-04-30 00:00:00,3317.122,3327.982,3316.235,3324.198,3617,159,0
2025-04-30 00:15:00,3324.249,3324.449,3318.457,3319.394,2645,160,0
2025-04-30 00:30:00,3319.418,3320.052,3313.91,3314.322,2262,159,0
2025-04-30 00:45:00,3314.277,3315.317,3311.448,3313.155,2714,159,0
2025-04-30 01:00:00,3313.097,3316.294,3308.253,3315.777,3671,159,0
2025-04-30 01:15:00,3315.771,3322.721,3314.191,3318.9,3413,159,0
2025-04-30 01:30:00,3318.956,3322.167,3316.278,3317.25,2720,159,0
2025-04-30 01:45:00,3317.321,3318.864,3307.787,3308.233,3142,159,0
2025-04-30 02:00:00,3308.207,3312.71,3305.905,3312.246,3571,160,0
2025-04-30 02:15:00,3312.151,3313.187,3310.156,3311.815,1709,159,0
2025-04-30 02:30:00,3311.85,3312.26,3307.117,3308.798,2480,159,0
2025-04-30 02:45:00,3308.835,3311.625,3305.048,3306.72,2693,159,0
